ID,DateTime,Record,Status,Lat,Lon,Wind,Pressure,NE_34kt,SE_34kt,SW_34kt,NW_34kt,NE_50kt,SE_50kt,SW_50kt,NW_50kt,NE_64kt,SE_64kt,SW_64kt,NW_64kt
AL072010, 2010-09-03T06:00:00Z, U, HU, 34.5, -74.2, 85.0, 955.0, 180.0, 180.0, 150.0, 150.0, 100.0, 100.0, 80.0, 80.0, 60.0, 60.0, 50.0, 40.0
AL082016, 2016-08-28T00:00:00Z, U, LO, 31.1, -67.8, 25.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012014, 2014-07-08T06:00:00Z, U, EX, 58.9, -54.7, 40.0, 991.0, 320.0, 180.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032010, 2010-07-24T18:00:00Z, U, TD, 28.1, -87.1, 25.0, 1013.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072004, 2004-08-28T06:00:00Z, U, TS, 31.3, -78.2, 35.0, 1005.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092004, 2004-09-17T12:00:00Z, U, TD, 35.4, -84.0, 20.0, 994.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122004, 2004-09-24T06:00:00Z, U, HU, 39.5, -41.2, 75.0, 959.0, 300.0, 350.0, 225.0, 225.0, 125.0, 150.0, 100.0, 75.0, 75.0, 75.0, 50.0, 50.0
AL212010, 2010-11-10T00:00:00Z, U, EX, 33.3, -55.4, 45.0, 994.0, 125.0, 150.0, 150.0, 150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122017, 2017-09-09T18:00:00Z, U, HU, 18.6, -61.8, 120.0, 942.0, 130.0, 110.0, 60.0, 120.0, 60.0, 60.0, 30.0, 60.0, 35.0, 30.0, 20.0, 30.0
AL062007, 2007-09-03T12:00:00Z, U, HU, 14.2, -76.9, 140.0, 937.0, 100.0, 60.0, 40.0, 80.0, 50.0, 30.0, 25.0, 45.0, 25.0, 15.0, 15.0, 25.0
AL092017, 2017-08-28T18:00:00Z, U, TS, 28.4, -95.9, 40.0, 997.0, 150.0, 150.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL312005, 2006-01-01T00:00:00Z, U, TS, 25.6, -38.3, 50.0, 997.0, 120.0, 100.0, 30.0, 75.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082006, 2006-09-19T12:00:00Z, U, HU, 38.0, -37.0, 80.0, 977.0, 75.0, 100.0, 150.0, 150.0, 40.0, 60.0, 60.0, 40.0, 25.0, 35.0, 35.0, 25.0
AL112015, 2015-10-05T00:00:00Z, U, HU, 32.6, -66.0, 75.0, 961.0, 170.0, 170.0, 130.0, 120.0, 60.0, 80.0, 50.0, 40.0, 35.0, 40.0, 30.0, 20.0
AL112009, 2009-11-08T00:00:00Z, U, HU, 19.5, -84.5, 70.0, 987.0, 120.0, 75.0, 40.0, 90.0, 40.0, 30.0, 20.0, 30.0, 15.0, 0.0, 0.0, 15.0
AL172012, 2012-10-14T12:00:00Z, U, TS, 19.7, -63.9, 50.0, 999.0, 150.0, 150.0, 0.0, 60.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162005, 2005-09-07T00:00:00Z, U, TD, 27.4, -78.5, 30.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052010, 2010-08-17T00:00:00Z, U, LO, 29.6, -87.7, 25.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122016, 2016-09-23T06:00:00Z, U, TS, 27.3, -64.3, 50.0, 997.0, 80.0, 0.0, 0.0, 80.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL122017, 2017-09-10T00:00:00Z, U, HU, 19.4, -62.9, 115.0, 943.0, 130.0, 110.0, 60.0, 120.0, 60.0, 60.0, 30.0, 60.0, 30.0, 30.0, 20.0, 30.0
AL082008, 2008-09-02T12:00:00Z, U, TS, 21.0, -73.0, 60.0, 983.0, 150.0, 150.0, 100.0, 75.0, 75.0, 75.0, 50.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL092008, 2008-09-15T12:00:00Z, U, EX, 47.2, -71.1, 35.0, 986.0, 0.0, 180.0, 150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162005, 2005-09-18T00:00:00Z, U, EX, 43.2, -64.9, 45.0, 996.0, 120.0, 150.0, 90.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092017, 2017-08-21T06:00:00Z, U, WV, 15.7, -80.5, 25.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072010, 2010-09-05T18:00:00Z, U, EX, 54.0, -54.1, 40.0, 992.0, 240.0, 220.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152010, 2010-09-25T15:00:00Z, L, TS, 16.5, -88.4, 35.0, 1000.0, 120.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032009, 2009-08-17T06:00:00Z, U, HU, 13.5, -43.2, 65.0, 987.0, 125.0, 120.0, 60.0, 125.0, 60.0, 45.0, 25.0, 45.0, 25.0, 20.0, 20.0, 25.0
AL022012, 2012-05-30T12:00:00Z, U, TS, 33.7, -78.9, 40.0, 1000.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112013, 2013-10-04T12:00:00Z, U, LO, 33.7, -35.0, 35.0, 1008.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042015, 2015-08-18T18:00:00Z, U, TS, 10.7, -37.1, 40.0, 1006.0, 40.0, 30.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082017, 2017-08-17T12:00:00Z, U, TS, 42.2, -52.0, 60.0, 981.0, 200.0, 170.0, 100.0, 50.0, 50.0, 70.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022008, 2008-07-15T12:00:00Z, U, TS, 35.3, -63.0, 60.0, 995.0, 100.0, 120.0, 100.0, 100.0, 75.0, 90.0, 75.0, 75.0, 0.0, 0.0, 0.0, 0.0
AL032017, 2017-06-21T00:00:00Z, U, TS, 26.2, -90.9, 50.0, 995.0, 240.0, 120.0, 50.0, 120.0, 0.0, 0.0, 0.0, 80.0, 0.0, 0.0, 0.0, 0.0
AL062008, 2008-08-23T06:00:00Z, U, TS, 29.8, -84.7, 45.0, 997.0, 0.0, 80.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042004, 2004-08-22T06:00:00Z, U, LO, 30.2, -40.3, 25.0, 1015.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132004, 2004-09-21T18:00:00Z, U, TS, 14.3, -39.7, 60.0, 990.0, 45.0, 45.0, 45.0, 45.0, 20.0, 20.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0
AL142017, 2017-09-29T06:00:00Z, U, HU, 37.3, -53.8, 70.0, 983.0, 100.0, 120.0, 110.0, 60.0, 50.0, 70.0, 60.0, 30.0, 20.0, 30.0, 30.0, 0.0
AL072008, 2008-08-26T12:00:00Z, U, HU, 17.5, -72.1, 80.0, 981.0, 60.0, 45.0, 30.0, 30.0, 25.0, 20.0, 15.0, 15.0, 15.0, 15.0, 10.0, 10.0
AL152004, 2004-10-11T12:00:00Z, U, SS, 36.0, -61.8, 45.0, 986.0, 175.0, 175.0, 150.0, 225.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022009, 2009-08-15T18:00:00Z, U, TS, 14.4, -49.2, 35.0, 1003.0, 60.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142011, 2011-09-15T06:00:00Z, U, TS, 28.8, -68.4, 60.0, 995.0, 180.0, 180.0, 0.0, 0.0, 100.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL062014, 2014-09-19T06:00:00Z, U, TS, 39.9, -38.9, 55.0, 988.0, 90.0, 160.0, 150.0, 70.0, 50.0, 100.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022007, 2007-05-31T06:00:00Z, U, LO, 18.7, -86.9, 25.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042009, 2009-08-16T12:00:00Z, U, TS, 28.2, -84.2, 35.0, 1010.0, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072016, 2016-08-31T06:00:00Z, U, HU, 33.1, -50.5, 105.0, 955.0, 130.0, 140.0, 120.0, 90.0, 70.0, 80.0, 60.0, 50.0, 40.0, 40.0, 40.0, 30.0
AL092011, 2011-08-28T09:35:00Z, L, TS, 39.4, -74.4, 60.0, 959.0, 230.0, 280.0, 160.0, 110.0, 150.0, 150.0, 80.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL142017, 2017-09-28T12:00:00Z, U, HU, 33.0, -57.2, 85.0, 973.0, 80.0, 80.0, 70.0, 70.0, 50.0, 50.0, 40.0, 40.0, 30.0, 30.0, 25.0, 25.0
AL042004, 2004-08-18T18:00:00Z, U, TS, 28.9, -38.9, 45.0, 1005.0, 90.0, 60.0, 0.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL182005, 2005-09-26T00:00:00Z, U, TD, 37.0, -90.1, 20.0, 1003.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172008, 2008-11-11T06:00:00Z, U, LO, 22.1, -77.6, 20.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072007, 2007-09-09T12:00:00Z, U, TS, 34.3, -76.4, 50.0, 1004.0, 30.0, 30.0, 40.0, 30.0, 0.0, 0.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032009, 2009-08-19T00:00:00Z, U, HU, 16.9, -52.9, 105.0, 955.0, 150.0, 150.0, 100.0, 150.0, 75.0, 75.0, 60.0, 75.0, 40.0, 35.0, 30.0, 35.0
AL162005, 2005-09-22T18:00:00Z, U, EX, 67.5, 1.9, 30.0, 995.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052012, 2012-08-08T18:00:00Z, U, TS, 18.8, -90.8, 50.0, 993.0, 120.0, 100.0, 50.0, 70.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092016, 2016-09-04T00:00:00Z, U, EX, 36.3, -72.6, 60.0, 998.0, 180.0, 170.0, 110.0, 130.0, 90.0, 30.0, 60.0, 80.0, 0.0, 0.0, 0.0, 0.0
AL102009, 2009-10-09T12:00:00Z, U, LO, 20.7, -64.1, 20.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092004, 2004-09-13T00:00:00Z, U, HU, 19.5, -82.8, 140.0, 916.0, 175.0, 150.0, 125.0, 150.0, 125.0, 100.0, 75.0, 100.0, 80.0, 60.0, 50.0, 60.0
AL122005, 2005-08-24T18:00:00Z, U, TS, 25.4, -76.9, 40.0, 1003.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142010, 2010-09-23T00:00:00Z, U, TD, 17.5, -29.7, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032008, 2008-07-21T18:00:00Z, U, TS, 36.8, -72.0, 55.0, 1000.0, 60.0, 110.0, 60.0, 0.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092012, 2012-08-31T18:00:00Z, U, TD, 36.8, -94.1, 20.0, 1003.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102015, 2015-09-20T06:00:00Z, U, TS, 16.2, -43.1, 40.0, 1004.0, 120.0, 120.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012016, 2016-01-10T00:00:00Z, U, EX, 34.4, -54.2, 65.0, 981.0, 400.0, 200.0, 180.0, 240.0, 120.0, 70.0, 70.0, 100.0, 60.0, 0.0, 50.0, 0.0
AL172017, 2017-10-10T00:00:00Z, U, TS, 32.0, -39.1, 40.0, 1005.0, 60.0, 50.0, 30.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172010, 2010-10-16T18:00:00Z, U, LO, 32.4, -15.3, 25.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042005, 2005-07-14T06:00:00Z, U, LO, 39.0, -85.6, 10.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL102008, 2008-09-05T06:00:00Z, U, TS, 15.4, -34.0, 40.0, 1002.0, 150.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162011, 2011-10-01T06:00:00Z, U, HU, 27.3, -63.2, 105.0, 951.0, 180.0, 180.0, 80.0, 90.0, 60.0, 60.0, 40.0, 40.0, 30.0, 30.0, 20.0, 20.0
AL022009, 2009-08-15T06:00:00Z, U, TS, 14.4, -46.1, 35.0, 1003.0, 60.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152010, 2010-09-26T06:00:00Z, U, TD, 17.3, -91.9, 25.0, 1002.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172017, 2017-10-14T12:00:00Z, U, HU, 34.2, -27.7, 100.0, 959.0, 90.0, 100.0, 100.0, 80.0, 50.0, 50.0, 50.0, 30.0, 20.0, 30.0, 30.0, 15.0
AL172012, 2012-10-25T12:00:00Z, U, EX, 41.0, -12.0, 30.0, 996.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092008, 2008-09-10T18:00:00Z, U, HU, 24.2, -85.8, 85.0, 958.0, 195.0, 160.0, 120.0, 180.0, 130.0, 90.0, 75.0, 110.0, 90.0, 40.0, 30.0, 60.0
AL252005, 2005-10-23T00:00:00Z, U, HU, 21.6, -87.0, 85.0, 960.0, 175.0, 175.0, 120.0, 150.0, 100.0, 100.0, 75.0, 90.0, 60.0, 60.0, 50.0, 60.0
AL102005, 2005-08-18T06:00:00Z, U, LO, 17.6, -58.9, 25.0, 1012.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162017, 2017-10-08T05:20:00Z, L, HU, 30.4, -89.0, 65.0, 984.0, 90.0, 100.0, 40.0, 70.0, 40.0, 50.0, 0.0, 0.0, 25.0, 30.0, 0.0, 0.0
AL172012, 2012-10-20T00:00:00Z, U, EX, 56.5, -33.0, 50.0, 966.0, 450.0, 360.0, 640.0, 480.0, 0.0, 0.0, 240.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152017, 2017-09-28T18:00:00Z, U, TS, 36.8, -68.6, 55.0, 985.0, 180.0, 210.0, 160.0, 150.0, 90.0, 90.0, 70.0, 80.0, 0.0, 0.0, 0.0, 0.0
AL102008, 2008-09-02T06:00:00Z, U, TS, 12.7, -23.2, 35.0, 1005.0, 30.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052009, 2009-08-29T00:00:00Z, U, TS, 31.0, -75.0, 35.0, 1006.0, 0.0, 150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162016, 2016-11-17T18:00:00Z, U, LO, 12.5, -80.7, 20.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL182010, 2010-10-12T18:00:00Z, U, HU, 18.8, -85.9, 90.0, 981.0, 50.0, 50.0, 45.0, 45.0, 25.0, 25.0, 20.0, 20.0, 20.0, 15.0, 15.0, 15.0
AL032017, 2017-06-22T06:00:00Z, U, TS, 29.4, -93.6, 45.0, 991.0, 100.0, 100.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042008, 2008-07-23T14:00:00Z, I, HU, 26.0, -96.8, 85.0, 963.0, 120.0, 120.0, 100.0, 100.0, 50.0, 50.0, 50.0, 40.0, 20.0, 20.0, 20.0, 20.0
AL122004, 2004-09-23T18:00:00Z, U, HU, 34.5, -43.0, 90.0, 955.0, 300.0, 350.0, 200.0, 200.0, 125.0, 150.0, 75.0, 75.0, 75.0, 75.0, 50.0, 50.0
AL172010, 2010-10-15T06:00:00Z, U, LO, 33.6, -19.2, 30.0, 1006.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082005, 2005-08-03T06:00:00Z, U, TS, 29.5, -68.6, 40.0, 1003.0, 45.0, 60.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL162007, 2007-10-31T18:00:00Z, U, TS, 22.6, -78.8, 45.0, 995.0, 100.0, 100.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072011, 2011-08-17T00:00:00Z, U, LO, 40.1, -53.4, 35.0, 1010.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082005, 2005-08-09T18:00:00Z, U, EX, 43.0, -39.0, 50.0, 994.0, 90.0, 120.0, 120.0, 120.0, 0.0, 60.0, 25.0, 50.0, 0.0, 0.0, 0.0, 0.0
AL092011, 2011-08-25T06:00:00Z, U, HU, 24.1, -75.9, 95.0, 950.0, 220.0, 180.0, 100.0, 150.0, 100.0, 80.0, 50.0, 70.0, 60.0, 60.0, 25.0, 50.0
AL042007, 2007-08-13T18:00:00Z, U, TD, 12.0, -32.4, 30.0, 1005.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082007, 2007-09-18T00:00:00Z, U, LO, 18.8, -61.4, 20.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL152013, 2013-12-05T12:00:00Z, U, SS, 33.5, -27.7, 45.0, 998.0, 130.0, 160.0, 170.0, 240.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092006, 2006-09-13T00:00:00Z, U, TD, 11.9, -24.6, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132005, 2005-08-31T18:00:00Z, U, TS, 30.1, -50.1, 35.0, 1007.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072008, 2008-09-05T06:00:00Z, U, EX, 42.2, -86.5, 20.0, 1002.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012015, 2015-05-11T06:00:00Z, U, TD, 35.5, -78.0, 30.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022012, 2012-05-28T12:00:00Z, U, TD, 30.4, -82.5, 30.0, 1000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142005, 2005-09-02T06:00:00Z, U, TD, 20.5, -48.3, 30.0, 1008.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092004, 2004-09-07T18:00:00Z, U, HU, 11.8, -61.1, 105.0, 956.0, 140.0, 125.0, 30.0, 140.0, 100.0, 75.0, 25.0, 100.0, 60.0, 15.0, 15.0, 60.0
AL102010, 2010-09-07T00:00:00Z, U, TS, 24.9, -97.2, 55.0, 991.0, 90.0, 60.0, 20.0, 30.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052006, 2006-08-26T18:00:00Z, U, LO, 26.5, -47.5, 25.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022004, 2004-08-06T00:00:00Z, U, WV, 17.0, -73.0, 25.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072011, 2011-08-16T00:00:00Z, U, TS, 34.2, -61.6, 45.0, 1005.0, 45.0, 60.0, 30.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032005, 2005-07-03T18:00:00Z, U, TD, 18.3, -86.7, 30.0, 1009.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL122010, 2010-09-19T06:00:00Z, U, TS, 32.8, -52.0, 50.0, 993.0, 150.0, 180.0, 75.0, 105.0, 100.0, 80.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL132004, 2004-09-28T18:00:00Z, U, TS, 25.4, -46.5, 55.0, 994.0, 75.0, 75.0, 0.0, 50.0, 30.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0
AL052006, 2006-08-22T06:00:00Z, U, TD, 12.6, -23.9, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142017, 2017-09-21T00:00:00Z, U, DB, 23.8, -43.9, 25.0, 1015.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL132016, 2016-09-21T12:00:00Z, U, TS, 17.7, -32.1, 45.0, 1002.0, 110.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL142005, 2005-09-09T12:00:00Z, U, TS, 40.4, -43.4, 55.0, 988.0, 150.0, 200.0, 200.0, 100.0, 75.0, 120.0, 120.0, 45.0, 0.0, 0.0, 0.0, 0.0
AL022008, 2008-07-12T18:00:00Z, U, HU, 29.9, -62.5, 65.0, 983.0, 150.0, 180.0, 150.0, 150.0, 75.0, 90.0, 60.0, 45.0, 30.0, 30.0, 0.0, 0.0
AL242005, 2005-10-11T00:00:00Z, U, TD, 36.1, -10.5, 30.0, 1000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL172008, 2008-11-14T06:00:00Z, U, LO, 28.9, -85.6, 20.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL012017, 2017-04-18T00:00:00Z, U, EX, 32.1, -44.7, 40.0, 993.0, 150.0, 150.0, 240.0, 210.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042013, 2013-07-25T00:00:00Z, U, TS, 14.9, -32.4, 45.0, 1004.0, 40.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL042014, 2014-08-25T06:00:00Z, U, TS, 24.4, -72.9, 45.0, 996.0, 60.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL032012, 2012-06-23T00:00:00Z, U, EX, 42.6, -48.4, 35.0, 989.0, 40.0, 0.0, 30.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL082005, 2005-08-05T06:00:00Z, U, TS, 32.4, -59.4, 55.0, 994.0, 75.0, 60.0, 45.0, 45.0, 25.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL092005, 2005-08-13T06:00:00Z, U, TS, 29.6, -68.2, 60.0, 996.0, 75.0, 75.0, 60.0, 60.0, 30.0, 30.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0
AL072014, 2014-10-12T06:00:00Z, U, HU, 31.7, -64.9, 65.0, 985.0, 150.0, 150.0, 120.0, 120.0, 50.0, 60.0, 60.0, 60.0, 0.0, 20.0, 20.0, 0.0
AL092006, 2006-09-25T12:00:00Z, U, EX, 44.7, -31.7, 60.0, 968.0, 150.0, 300.0, 350.0, 300.0, 100.0, 175.0, 175.0, 150.0, 0.0, 0.0, 0.0, 0.0
AL102005, 2005-08-15T06:00:00Z, U, LO, 14.5, -48.4, 25.0, 1010.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL052005, 2005-07-16T12:00:00Z, U, HU, 15.9, -76.5, 130.0, 944.0, 130.0, 80.0, 50.0, 100.0, 90.0, 30.0, 25.0, 50.0, 60.0, 20.0, 15.0, 30.0
AL092009, 2009-10-01T00:00:00Z, U, EX, 36.6, -31.5, 40.0, 995.0, 0.0, 45.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL072016, 2016-08-24T12:00:00Z, U, HU, 15.8, -39.1, 65.0, 992.0, 90.0, 90.0, 40.0, 60.0, 40.0, 40.0, 0.0, 30.0, 20.0, 10.0, 0.0, 0.0
AL132010, 2010-09-14T00:00:00Z, U, LO, 16.6, -79.8, 25.0, 1004.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL022016, 2016-06-05T12:00:00Z, U, LO, 33.8, -61.2, 25.0, 1011.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AL112015, 2015-09-27T18:00:00Z, U, LO, 27.2, -68.8, 30.0, 1007.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
